address,info,sector,name,country,city,phone,fax,site
"Orta Doğu Teknik Üniversitesi Fizik Bölümü, 06800 Ankara","Primary aims of GÜNAM are:
Improve solar energy technologies that convert solar energy to electrical energy at an affordable price;
Create a technological infrastructure for national industry and eliminate the possible negative effects of the incentive systems;
Become an institution that creates and guides synergy of innovation at national and international level;
Increase public awareness and consciousness on the usage of solar energy;
Train and educate professionals for solar energy research and industry.

ongoing projects:
http://gunam.metu.edu.tr/index.php/projects/continued",Solar energy research and applications,GUNAM,Türkiye,Ankara,(0312) 210 4314,,http://gunam.metu.edu.tr
"Dubai Investment Park, Industrial Area 
Dubai
United Arab Emirates","For over 60 years, Gulf Cryo has been manufacturing and supplying industrial, medical and specialty gases to a wide range of industries across the Middle East. Established in 1953 as the Kuwait Oxygen and Acetylene Company, the Gulf Cryo group now comprises of over 30 production and distribution sites operating in 12 countries, including all of the GCC, Jordan, Syria, Egypt, Iraq, Turkey and Austria.","Manufacturing and supplying industrial, medical and specialty gases",Gulf Cryo,Dubai,Dubai Emirate,+971 4 809 0000,+971 4 885 1346,www.gulfcryo.com
Adana Hacı Sabancı Organize Sanayi Bölgesi Atatürk Bulvarı No:7 Yüreğir/Adana/TURKEY,"Güney Çelik A.Ş.1993 yılında ADANA da kurulmuş olup, kurulduğu ilk yıllar itibarı ile Çelik Hasır ve Ticari ürünleri ile iç piyasa da, inşaat sektörüne hitap etmeye başlamıştır. Güney Çelik A.Ş. , üretim kalitesini ve üretim kapasitesini zaman içinde hızla arttırarak, yeni ürün ve yeni üretim tesislerini firma bünyesine eklemiştir;

- ADANA da Hacı Sabancı O.S.B. de 3 fabrika,

- Yumurtalık Serbest Bölgesinde 1 fabrika ve

- GEBZE Dilovası O.S.B de 1 fabrika olmak üzere,

Türkiye genelinde 5 farklı tesiste, 90.000 m2 si açık, 30.000 m2 si kapalı alan olmak üzere, toplamda 120.000 m2 alanda hizmet vermeye devam etmektedir. Çelik Hasır ile başladığı ticari hayatına, Galvanizli Tel, Galfanlı Tel (Türkiye de İLK ve TEK üretici) ve Ön Gerilmeli Beton Demeti (PC STRAND) ürünlerini de ekleyerek devam etmektedir. Ürün portföyünün zaman içerisinde gelişmesi ile birlikte;  

- İnşaat sektörü,

- Tel sektörü,

- Kablo sektörü ve

- Enerji sektörüne de hizmet verir hale gelmiştir.

           

              GÜNEY ÇELİK A.Ş. ,üretime başladığı günden günümüze kadar Avrupa, ABD, Orta Doğu ve Afrika ülkelerinin de içinde bulunduğu 70 değişik ülkeye, GÜNEY ÇELİK A.Ş. kalitesi ile ihracat yapmaktadır. Ürettiğimiz; Çelik Hasır, Galvanizli Tel, Galfanlı Tel, Ön Gerilmeli Beton Demeti (PC STRAND) ve Ticari mamullerimizin tamamı ulusal ve uluslar arası standartlara uygun olarak üretilmektedir. Yüksek kaliteli, sağlam, güvenli ve ekonomik ürünler üreterek, iç ve dış piyasalarda ihtiyaçlara pratik çözümler sunmaktayız.",,Guney Celik,Türkiye,Adana,+90.322 394 50 30,,
2058 sokak No:3 Beysukent 06810,"25 years of experience in the areas of entrepreneurship, strategic management, SME sector development, finance sector management and project management, we provide training and consultancy services to; Entrepreneurs, Investors, SMEs, International Companies, Finance Sector, Public institutions for SMEs, NGOs",consultancy,Guru Akademi,Türkiye,Ankara,03122350700,,www.guruakademi.com
Nida Kule Göztepe İş Merkezi Merdivenköy Mah. Bora Sk. No: 1 Kat: 12-30-31 34732 Kadıköy/İstanbul,"Gübre Fabrikaları Türk Anonim Şirketi 1953 yılında tarım sektörüne kimyevi gübre girdisi tedarik etmek amacıyla kuruldu. O tarihten bugüne sektöründe hep öncü rolünü üstlendi; Türkiye’nin ilk kimyevi gübre fabrikasını kurdu, ilk fosforlu ve kompoze gübresini üretti. Yarım asrı aşan yolculuğunda “sürekli değişim” ilkesiyle hareket ederek Türkiye’nin en büyük sanayi kuruluşlarından biri olmayı başardı. Gübretaş markası sosyal paydaşları tarafından “güven”, nihai tüketiciler olan çiftçiler tarafından ise “kalite” ile birlikte anıldı daima.",Tarım,GÜBRETAŞ,Türkiye,Ankara,(0216) 468 50 50,(0216) 407 10 11,http://www.gubretas.com.tr/
"Esenboğa Yolu 22. Km Çubuk Kavşağı No:780, Akyurt/Ankara","Metal işleri ve otomotiv yan sanayi parçaları imalat faaliyeti , monoray ve köprülü vinçler ile taşıma ve istifleme paletleri gibi ürünlerin imalatları yapmış Güçsan Makine , günümüzde de traktör sac parçaları ve özel tezgahların imalatları yapmaktadır.","Makina , Madencilik",GÜÇSAN MAKİNA,Türkiye,Ankara,+90 312 398 05 40,+90 398 04 75,www.gucsanmakina.com
Çankırı Devlet Yolu 6.km AKYURT,"1996 yılında kurulan şirket şu anda 9500 metrekare kapalı ve 30000 metrekare açık alanda üretimini sürdürmektedir. Fabrika içerisinde bayan, erkek, çocuk ve bebe ürün gruplu soket ve külotlu çoraplar üretilmektedir. İhracat oranı %90 olan şirket, Almanya, Avusturya, Belçika, Danimarka, Endonezya, Fransa, İngiltere İspanya, İsveç, İsviçre, İtalya, Japonya, Litvanya, Mısır, Polonya, Rusya gibi ülkelere ihracat yapmaktadır.",Tekstil,Güleçler Çorap ve Tekstil Ürünleri San. Tic. Ltd. Şti,Türkiye,Ankara,0312 847 53 70,0312 847 53 73,www.gulecler.com
"Konya Devlet Yolu 23.Km No: 111 Gölbaşı 06830
Ankara, TÜRKİYE","Gülermak, inşaat sektöründeki köklü kurumsal geçmişi, güçlü ve deneyimli personeli ile kurulduğu 1958 yılından günümüze, raylı sistemler, altyapı projeleri, ve endüstriyel projeler konusunda yerel ve uluslararası pazarda önemli rol oynamaktadır.Aynı zamanda, Türkiye’nin en büyük çelik fabrikalarından birinin sahibi olan Gülermak, yılda 60.000 ton yapısal ve mekanik çelik üretim kapasitesi ile 40’dan fazla ülkeye ihracat yaparken, yerel pazarda da lider üretici konumunu sürdürmektedir.",,Gülermak Ağır Sanayi İnşaat ve Taahhüt Anonim Şirketi,Türkiye,Ankara,+90 312 484 14 89,+90 312 484 14 88,http://www.gulermak.com.tr
Engürücük Köyü - Gemlik / Bursa TÜRKİYE,"Güleryüz founded in 1967, our company wooden bus chassis period from today, now producing modern urban bus in 8 different models. A total of 400 employee working with our staff , 600 buses in a year is an enterprise with the production capacity. 40% of annual production overseas market consists of the remaining 60% of the domestic market. As soon as possible with specialized personnel capable of responding to customer responsive to  requests, rapidly growing company with an innovative structure.",Automotive,Güleryüz Otobüs Fabrikası,Türkiye,Bursa,0224 524 85 10-11-12,,http://www.guleryuz.com/
ORGANİZE SANAYİ BÖLGESİ 2.CAD NO: 18 27180,,TEKSTİL,GÜLSAN SENTETİK DOKUMA,Türkiye,Gaziantep,3423371180,3423372528,www.gulsan-group.com
"TOBB İkiz Kuleleri C Blok Kat:25-26 Eskişehir yolu 9.km 06530, Ankara","Gümrük ve Turizm Işletmeleri Ticaret A.Ş (GTI), established in the partnership of the Union of Chambers and Commodity Exchanges of Turkey and 137 Chambers and Commodity Exchanges in 2005, has been modernizing the border gates within the framework of “build-operate-transfer” model.
Under the scope of the reconstruction and renovation works, administrative and commercial buildings, entry – exit control units, search hangars, contraband storages, platforms, weigh bridges, social facilities, and truck park areas were constructed. X-ray vehicle scanning systems, card pass systems, closed circuit camera and security systems were applied. 

The main objectives of these projects carried out by the Union of Chambers and Commodity Exchanges of Turkey and GTI are;
To facilitate and accelerate traffic flow at the border gates
To facilitate the customs procedures
To serve in international standards
To improve the public opinion on our border gates.",,GÜMRÜK VE TURİZM İŞLETMELERİ TİCARET A.Ş.,Türkiye,Ankara,+90 312 218 82 00,+90 312 219 45 36,http://www.gtias.com.tr
İkitelli Org. San. Bölgesi Hürriyet Bul. No:56 Başakşehir,Galvaniz Kaplama,üretim,Gülmelet Galveniz,Türkiye,İstanbul,+90 (212) 485 49 13,+90 (212) 485 49 17,http://www.gulmelet.com
"İvedik Organize San. 
Özankara San. Sit. 1475 
(692 Eski) Sok. No 18
İvedik / ANKARA","Traktör yedek parça, otomotiv yedek parça, hidrolik bağlantı ekipmanları, inşaat malzemeleri, tarım makineleri yedek parçaları, iş makinesi yedek parçaları, pervane üretimi",Üretim,Gündüz Kardeşler,Türkiye,Ankara,0312 394 63 74,0312 394 63 76,http://www.gunduzkardesler.com/
"Mehmetçik Mah. Aspendos Bulv. Aspendos İş Merkezi No:63/1-2  
07300 Antalya/Türkiye",,,Güneş Ekspress Havacılık A.Ş.,Türkiye,Antalya,,,
Büyükdere Cad. Güneş Plaza No:110 Esentepe-Şişli İstanbul,"Güneş Sigorta, sektörünün lider kuruluşlarından biri olarak 9 bölge müdürlüğü, 6 finansal bölge müdürlüğü, 3 temsilciliği ve 3.100'ü aşkın satış kanalından oluşan uzman kadrosuyla sigortalılarına 58 yıldır hizmet vermektedir.

En yeni teknolojilerle beslenen altyapısını ve etkin operasyonel gücünü çözüm odaklı yaklaşımı ile birleştiren Güneş Sigorta, müşteri odaklı hizmet anlayışla hareket ediyor.

Kurulduğu günden bu yana sektördeki öncü uygulamalara imza atan Güneş Sigorta, tüm ihtiyaçlara cevap verecek sigorta çözümleri ve yeniliklere uyum sağlamaktaki hızı ile sektör standartlarının ve toplumumuzdaki sigorta bilincinin gelişimine katkıda bulunuyor.

Güneş Sigorta, güçlü finansal yapısıyla kendinizi güvende hissetmenizi sağlarken, etkin ve hızlı hasar yönetimiyle de ihtiyaç duyduğunuz her an yanınızda.

Bugün Türkiye'nin en büyük kamu ve özel kuruluşları ve bunların uzmanlık gerektiren projelerinin de güvencesi olan Güneş Sigorta’nın ana hissedarları, ülkemizin en saygın bankalarından biri olan VakıfBank ve Fransa’nın lider sigorta kuruluşlarından Groupama’dır.

Güneş Sigorta aynı zamanda ISO 9001:2008 ve ISO 10002:2004 Müşteri Şikayetleri Yönetim Sistemi Belgesi’ne de sahip.",Insurance-Sigortacılık,GÜNEŞ SİGORTA ANONİM ŞİRKETİ,Türkiye,İstanbul,0850 222 1957,(0212) 355 6464,www.gunessigorta.com.tr
Cevat Dündar Cad. No:74-76-78 Ostim Yenimahalle,"Taahhütlerini tam zamanında bitirmeyi ve disiplinli çalışmayı ilke edinen Günhan Group, 40 yılı aşkın deneyimi ve uzman ekibiyle ülkemizin en büyük baraj-gölet projelerinin sondaj ve enjeksiyon işlerini başarmanın onuruyla Türk Sanayi sektöründeki müstesna yerini almıştır. Bugün makina üretiminden sondaja, inşaattan finansa, zemin etüdünden atık su arıtma tesislerinin yapımına kadar birçok alanda faaliyet ve yatırımlarını yoğunlaştıran Günhan Group; sahip olduğu en büyük sermaye olan doğruluk, çalışkanlık, titizlik ve zamanında iş bitirme ilkeleriyle başarı yolcululğuna devam etme azimindedir.",ÜRETİM,Günhan Group,Türkiye,Ankara,0312 354 57 90,0312 354 54 35,www.gunhanostim.com
"küçük sanayi 3. cadde, no 101 
sincan /ankara",Gür-San İnş. Mak. San. LTD. ŞTİ,Ağır iş makinaları,Gür-San,Türkiye,Ankara,0312 269 20 23,0312 269 32 38,http://gur-san.com.tr/
"HERİŞ SERAMİK VE TURİZM SANAYİ ANONİM ŞİRKETİ
Atatürk Bulvarı 5. Km. 43100 Kütahya / TÜRKİYE","Porselen, Seramik, Cam Üreticisi","Porselen, Mühendislik, Üretim",GÜRAL PORSELEN,Türkiye,Kütahya,+902742250300,+902742250316,http://www.guralporselen.com.tr/index.php
Atatürk Bulvarı 5.km 43001 Kütahya-Türkiye,,ÜRETİM,GÜRALLAR ARTCRAFT,Türkiye,Kütahya,+90 274 225 06 60,+ 90 274 225 06 76,http://www.artcraft.com.tr/iletisim.aspx?lang=
PİYADE SOK. NO:19  06550 ÇANKAYA,,"İNŞAAT,ENERJİ,TURİZM, SİGORTA, BİLGİ TEKN.",GÜRİŞ HOLDİNG,Türkiye,Ankara,312-4381150,312-4391193,www.gurisholding.com
ANKARA-KONYA DEVLET KARAYOLU 23. KM. PK. 15 06831 GÖLBAŞİ,,İNŞAAT,GÜRİŞ İNŞAAT,Türkiye,Ankara,312-4840570,312-4842677,www.guris.com.tr
Ankara Caddesi No: 222 Karaoğlan Mahallesi GÖLBAŞI 06830 ANKARA,"Hidroelektrik santraller, hidromekanik ve elektromekanik ekipmanların imalat ve montajı.
Termik santraller, buhar kazanı, basınçlı kaplar ve her türlü çelik yapı, kömür hazırlama ve kül atma sistemleri imalatı ve komple montajı.
Kaldırma, yükleme, boşaltma, istifleme tesisleri imalat ve montajı.
Demir, çelik tesisleri ekipman imalatları ve montajı.
Beton mikserleri ve beton santrallerinin komple imalat ve montajıdır.","Makina,Montaj,Enerji",GÜRİŞ MAKİNA VE MONTAJ SANAYİ A.Ş.,Türkiye,Ankara,+ 90 (312) 484 1526,+ 90 (312) 484 2676,"http://www.gurisholding.com/TR,106/guris-makina.ht"
"Eskisehir Yolu 5.km
43100 Kütahya Türkiye","Gürallar Grubu çatısı altında, 1994 yılında temelleri atılan ve Türkiye sofra camı üretiminde tekelci yaklaşımı kırarak sektörün gelişiminde önemli bir rol oynayan Gürallar ArtCraft, dünya markası olma hedefiyle 2014 yılı itibariyle kurumsal yenilenmeye gitmiş ve LAV markası ile yoluna devam etme kararı almıştır.
Gürallar Grubu’nun yenilikçilik anlayışıyla geliştirilerek sofra camı sektörüne adım atan LAV, grubun 1948 yılına uzanan gücünü Gürallar ArtCraft markasının sektör deneyimiyle birleştirerek, şirketin gelecek hedefleri doğrultusunda, üretimden pazarlamaya kadar yenilikçi, dinamik ve teknolojiye değer veren bir çalışma anlayışı ile sektöre “deneyimli, modern ve genç” bir yaklaşımla hizmet sunmayı hedeflemektedir.
Logosundan ambalaj tasarımına kadar her açıdan yepyeni bir marka olarak tasarlanan LAV, kadınlar başta olmak üzere tüm kullanıcılarının en samimi, en tarz arkadaşı olmayı hedeflemektedir. Adını cam şekillendirmenin en önemli enerjisi ateş ve camın hammaddesinin bir araya geldiği kızgın cam hamurundan alan LAV, aynı zamanda ateşin ve camın insan hayatındaki vazgeçilmez yerini de simgelemektedir.
Üretimini Kütahya’da gerçekleştiren LAV, toplam 300 bin metrekare alan üzerinde kurulu 2 üretim tesisinde günde 2 milyon adede ulaşan üretimi ile dünya üreticileri arasında 6. sırada yer almaktadır. 2000 kişinin istihdam edildiği tesislerde, toplam 3500 kalem üretim gerçekleştirilirken, ürünler başta Fransa, İspanya ve İran olmak üzere, Brezilya’dan Çin ve Filipinler’e kadar dünyanın 130 ülkesine ihraç edilmektedir.
Ayrıca, 2001 yılında kurulan Gürallar Teknopark bünyesinde cam üretimiyle ilgili yeni teknolojiler üzerinde çalışmalar yapılmakta; cam üretiminin yanı sıra üretim yapan makinelerin tasarım ve üretimi süreçleri de burada yürütülmektedir. Kendi teknolojisini sürekli geliştirme amacıyla çalışan birim, 2003 yılında devreye alınan ve ikinci fırına bağlı olan tüm cam şekillendirme makinelerinin mekanik ve elektrik-elektronik süreçlerinin yanı sıra üretimini de sürdürmektedir.",,Gürok Tur. ve Mad. A.S LAV,Türkiye,Kütahya,+90 274 225 06 60,+90 274 225 06 76,http://kurumsal.lav.com.tr/tr
"Eskişehir Yolu 5.Km 43100
Kütahya-Türkiye","1994 yılında temelleri atılan LAV, Türkiye’de sofra camı üretimiyle 20 yıldır sektörde inovatif ve teknoloji odaklı bir rol üstleniyor. Üretimini Kütahya’da gerçekleştiren LAV, toplam 300 bin metrekarelik alan üzerine kurulu iki üretim tesisi ve İstanbul’da satış ve pazarlama ofisi ile birlikte 2.000 kişiye istihdam sağlıyor. Türkiye’nin her noktasına ulaşan güçlü bir satış ve dağıtım ağına sahip LAV’ın yenilikçi ve özgün cam tasarımları, dünyada başta Fransa, İspanya ve İran olmak üzere, Brezilya’dan Çin ve Filipinler’e kadar 130 farklı ülkeye ihraç ediliyor. LAV, cam üretimi ile ilgili araştırma ve geliştirme faaliyetlerini bünyesinde 2001 yılında kurduğu “fabrika içinde fabrika” olarak nitelendirilen Teknopark’ta gerçekleştiriyor. İnovasyon odaklı Teknopark, alanında kendi üretim teknolojisini oluşturan dünyadaki 3 firmadan biridir.",,"Gürallar Artcraft, LAV",Türkiye,Kütahya,+90 274 225 06 60,+90 274 225 06 76,http://kurumsal.lav.com.tr/pg/anasayfa
AHİ EVRAN MAHALLESİ 225. CADDE  NO 101,AĞIR İNŞAAT MAKİNALARI SANAYİ ÜRETİM TASARIM VE GELİŞTİRME,İNŞAAT MAKİNALARI SANAYİ (ÜRETİM/ARGE),GÜRSAN,Türkiye,Ankara,0312 269 20 23,0312 269 32 38,http://www.gür-san.com.tr
"No: 06930, Ahi Evran, 225. Cd. No:101, 06935 Sincan/Ankara",GÜRSAN İnşaat Makinaları Sanayi Ltd. Şti,İnşaat Makinaları Sanayi,GÜRSAN,Türkiye,Ankara,(0312) 269 2023,+90.312.269 32 38,http://gur-san.com.tr/
"1.Organize Sanayi Bölgesi Kırım Hanlığı Cd. No:2 Sincan, Ankara 06935
TURKEY","Guven Machinery (Guven Makina) is also manufacturing special parts according to customers' needs in its hi-tech equipped factory.

Main manufacturing subject of Guven Machinery (Guven Makina) is manufacturing replacement parts for concrete equipments, concrete pumps and truck mixers. Some samples from our productions are:

Concrete Valves (S Tube, Trunk, and similar)
Shifting Cylinders
Delivery Pipe Lines
Delivery Elbows
Delivery Couplings
Truck Mixer Control Boxes
Control Cables for Concrete Pumps and Truck Mixers
Truck Mixer Drum Pulleys",Makine Mühendisliği,Güven Makina Ve İmalat Sanayi,Türkiye,Ankara,+90 (312) 267-1616,+90 (312) 267-1634,http://guvenmachinery.com/
"Birlik Mahallesi 448. Cadde, No: 40/5 Çankaya - Ankara","Electric and  energy project design, implementation and consulting",Energy,GY Mühendislik Mimarlık ve Enerji Danışmanlık Ticaret A.Ş.,Türkiye,Ankara,03124964481,03124964483,
